,Name,RA2000,DEC2000,MWA_072-103_S,MWA_072-103_dS,MWA_103-134_S,MWA_103-134_dS,MWA_139-170_S,MWA_139-170_dS,MWA_170-231_S,MWA_170-231_dS,MOST_70cm_S,MOST_70cm_dS,SUMSS_40cm_S,SUMSS_40cm_dS,ATCA_20cm_S,ATCA_20cm_dS,PMN_6cm_S,PMN_6cm_dS,ATCA_6cm_S,ATCA_6cm_dS,AT20G_6cm_S,AT20G_6cm_dS,ATCA_3cm_S,ATCA_3cm_dS,AT20G_3cm_S,AT20G_3cm_dS,AT20G_2cm_S,AT20G_2cm_dS,alpha,alpha_err,alpha_N
4318,055535-663250,05:55:35.30,-66:32:50.3,,,,,,,,,,,,,3.78,0.42,,,,,,,,,,,,,,,
4319,055540-724046,05:55:40.49,-72:40:46.9,,,,,,,,,,,,,1.68,0.17,,,,,,,,,,,,,,,
4320,055541-643407,05:55:41.66,-64:34:07.7,,,,,,,,,,,,,2.92,0.47,,,,,,,,,,,,,,,
4321,055543-680951,05:55:43.06,-68:09:51.5,,,,,,,,,,,,,3.46,0.61,,,,,,,,,,,,,,,
4322,055543-632953,05:55:43.22,-63:29:53.2,,,,,,,,,,,,,3.26,0.43,,,,,,,,,,,,,,,
4323,055547-683003,05:55:47.81,-68:30:03.6,,,,,,,,,,,,,2.37,0.38,,,,,,,,,,,,,,,
4324,055552-662501,05:55:52.30,-66:25:01.9,,,,,,,,,,,,,3.35,0.39,,,,,,,,,,,,,,,
4325,043645-685251,04:36:45.65,-68:52:51.6,,,,,,,,,,,7.20,0.80,4.31,0.46,,,,,,,,,,,,,-1.01,0.45,2
4326,055554-661231,05:55:54.72,-66:12:31.3,,,,,,,,,,,,,3.68,0.44,,,,,,,,,,,,,,,
4327,055556-722010,05:55:56.11,-72:20:10.3,,,,,,,,,,,,,1.73,0.18,,,,,,,,,,,,,,,
4328,055556-733510,05:55:56.23,-73:35:10.7,,,,,,,,,,,,,2.14,0.32,,,,,,,,,,,,,,,
4329,055602-633358,05:56:01.99,-63:33:58.3,,,,,,,,,,,,,2.37,0.44,,,,,,,,,,,,,,,
4330,055603-684641,05:56:03.46,-68:46:41.2,,,,,,,,,,,,,4.35,0.47,,,,,,,,,,,,,,,
4331,055608-721902,05:56:08.28,-72:19:02.6,,,,,,,,,,,,,2.64,0.40,,,,,,,,,,,,,,,
4332,055612-651650,05:56:12.53,-65:16:50.5,,,,,,,,,,,,,2.09,0.21,,,,,,,,,,,,,,,
4333,055613-631130,05:56:13.56,-63:11:30.1,,,,,,,,,,,,,4.47,0.49,,,,,,,,,,,,,,,
4334,055615-702444,05:56:15.48,-70:24:44.3,,,,,,,,,,,,,2.24,0.36,,,,,,,,,,,,,,,
4335,055624-644745,05:56:24.91,-64:47:45.6,,,,,,,,,,,,,2.93,0.50,,,,,,,,,,,,,,,
4336,043646-711416,04:36:46.75,-71:14:16.8,,,,,,,,,,,10.20,0.90,6.14,0.64,,,,,,,,,,,,,-1.00,0.42,2
4337,055626-662959,05:56:26.57,-66:30:00.0,,,,,,,,,,,,,2.84,0.40,,,,,,,,,,,,,,,
4338,055626-632711,05:56:26.83,-63:27:11.5,,,,,,,,,,,,,3.71,0.44,,,,,,,,,,,,,,,
4339,055632-664104,05:56:32.33,-66:41:04.6,,,,,,,,,,,,,2.48,0.32,,,,,,,,,,,,,,,
4340,055633-625828,05:56:33.84,-62:58:28.6,,,,,,,,,,,,,4.77,0.52,,,,,,,,,,,,,,,
4341,055639-694433,05:56:39.98,-69:44:33.4,,,,,,,,,,,,,1.95,0.20,,,,,,,,,,,,,,,
4342,055643-650702,05:56:43.46,-65:07:02.6,,,,,,,,,,,,,1.85,0.19,,,,,,,,,,,,,,,
