# col1   Name            RA            DEC            Peak        Peak_err        Flux        Flux_err        rms  
  1298   052749-660130   05:27:48.94   -66:01:27.99   13.0        1               12.6        0.1             0.61     
  1299   052754-653757   05:27:54.05   -65:37:55.53   16.0        ...             16.0        2               0.64     
  1300   052755-680740   05:27:53.33   -68:07:27.86   4.0         ...             4.9         0.5             0.87     
  1301   052755-660723   05:27:55.19   -66:07:20.58   17.0        1               16.7        0.1             0.61     
  1302   052756-714159   05:27:56.41   -71:41:56.43   8.2         0.9             8.24        0.09            0.5      
  1303   052758-674956   05:27:57.71   -67:49:56.09   30.0        3               29.2        0.4             0.77     
  1304   052800-673846   05:27:59.98   -67:38:46.01   24.0        2               23.9        0.2             1.02     
  1305   052800-702538   05:27:59.84   -70:25:38.69   34.0        ...             46.6        0.5             0.67     
  1306   052804-703746   05:28:04.15   -70:37:46.47   9.0         1               9.5         0.1             0.67     
  1307   052805-720017   05:28:04.47   -72:00:29.97   4.4         0.9             4.38        0.09            0.7      
  1308   052805-684607   05:28:05.24   -68:45:56.71   13.0        ...             14.0        1               1.47     
  1309   052808-674702   05:28:08.94   -67:47:02.58   21.0        2               29.6        0.6             0.77     
  1310   052810-650352   05:28:10.40   -65:03:52.73   547.0       ...             656.9       0.8             1.11     
  1311   052811-662442   05:28:09.58   -66:24:57.67   5.0         ...             5.7         0.6             0.8      
  1312   052813-725336   05:28:14.06   -72:53:34.94   6.0         ...             6.9         0.7             1.15     
  1313   052818-663729   05:28:14.54   -66:37:19.98   15.5        0.7             25.3        0.2             0.73     
  1314   052825-655808   05:28:25.46   -65:58:05.94   14.0        1               13.9        0.1             0.61     
  1315   052829-701251   05:28:28.95   -70:12:53.82   4.0         ...             4.9         0.5             0.87     
  1316   052834-685729   05:28:36.77   -68:57:21.86   9.0         ...             9.1         0.9             1.26     
  1317   052836-682627   05:28:37.20   -68:26:21.04   4.0         ...             4.0         ...             0.72     
  1318   052839-672137   05:28:38.66   -67:21:35.95   15.0        ...             15.0        2               0.73     
  1319   052840-723206   05:28:40.84   -72:32:08.36   12.0        2               12.1        0.2             0.74     
  1320   052841-724810   05:28:41.20   -72:48:10.71   17.0        2               16.5        0.2             1.01     
  1321   052843-673253   05:28:43.65   -67:32:51.94   23.0        ...             23.0        2               1.02     
  1322   052844-713441   05:28:44.78   -71:34:42.21   17.0        ...             18.0        2               0.62     
  1323   052846-675650   05:28:46.55   -67:56:48.69   7.0         ...             7.4         0.7             0.74     
  1324   052847-690030   05:28:49.14   -69:00:49.86   6.0         ...             6.0         0.6             1.34     
  1325   052847-683620   05:28:47.60   -68:36:19.02   32.0        2               31.8        0.2             1.25     
  1326   052848-653954   05:28:48.22   -65:39:52.34   50.0        ...             99.7        0.6             0.64     
  1327   052853-682343   05:28:53.88   -68:23:43.55   6.0         0.7             6.03        0.07            0.67     
  1328   052859-671257   05:29:00.29   -67:13:16.35   4.0         ...             4.6         0.5             0.73     
  1329   052906-724547   05:29:04.93   -72:45:59.83   6.0         ...             6.4         0.6             1.01     
  1330   052915-673809   05:29:15.97   -67:38:03.31   31.0        ...             31.0        3               1.02     
  1331   052916-653732   05:29:16.85   -65:37:30.51   9.0         1               9.4         0.1             0.54     
  1332   052925-663420   05:29:27.56   -66:34:30.81   5.0         3               5.0         0.3             0.7      
  1333   052926-674935   05:29:25.33   -67:49:34.55   17.0        ...             17.0        2               0.77     
  1334   052928-651917   05:29:26.93   -65:19:21.35   5.0         ...             5.4         0.5             0.54     
  1335   052930-724528   05:29:31.61   -72:45:25.85   248.0       ...             250.0       20              1.14     
  1336   052931-723050   05:29:31.57   -72:30:59.38   11.0        ...             11.0        1               0.85     
  1337   052932-694018   05:29:32.29   -69:40:18.28   40.0        0.7             77.1        0.2             0.8      
  1338   052933-691006   05:29:33.94   -69:10:08.03   18.0        2               17.5        0.2             1.06     
  1339   052933-710016   05:29:33.04   -71:00:00.69   8.0         1               7.8         0.1             1.16     
  1340   052934-655438   05:29:33.94   -65:54:37.86   17.0        2               28.3        0.7             0.54     
  1341   052942-711449   05:29:42.48   -71:14:52.15   19.0        ...             19.0        2               0.64     
  1342   052945-650634   05:29:44.98   -65:06:30.53   9.0         1               8.6         0.1             0.72     
  1343   052946-684548   05:29:44.56   -68:45:39.33   13.0        ...             13.0        1               1.47     
  1344   052946-713804   05:29:47.04   -71:38:06.69   15.0        1               14.6        0.1             0.54     
  1345   052947-690208   05:29:47.82   -69:02:06.29   28.0        3               28.0        0.3             1.26     
  1346   052949-683744   05:29:50.78   -68:37:33.81   7.0         2               6.9         0.2             1.04     
  1347   052950-723101   05:29:51.48   -72:30:56.14   6.0         ...             6.0         ...             0.77     
  1348   052951-681016   05:29:51.60   -68:10:18.37   19.0        ...             19.0        2               0.72     
  1349   052951-674932   05:29:51.32   -67:49:32.58   306.0       ...             348.9       0.4             0.77     
  1350   053000-713530   05:30:00.43   -71:35:26.46   10.0        ...             11.0        1               0.54     
  1351   053007-720540   05:30:07.36   -72:05:41.03   30.0        ...             39.1        0.4             0.67     
  1352   053009-664811   05:30:09.70   -66:48:05.81   48.0        3               47.8        0.3             1.77     
  1353   053011-673628   05:30:11.11   -67:36:31.58   16.0        1               16.2        0.1             0.76     
  1354   053011-701644   05:30:10.82   -70:16:41.86   19.0        2               19.0        0.2             0.91     
  1355   053015-684809   05:30:14.95   -68:48:01.92   13.0        ...             11.0        ...             1.47     
  1356   053019-704242   05:30:19.35   -70:42:42.98   8.0         2               7.7         0.2             0.68     
  1357   053023-681323   05:30:24.24   -68:13:23.95   18.0        ...             18.0        2               0.75     
  1358   053024-653941   05:30:23.35   -65:39:36.13   7.0         1               6.8         0.1             0.54     
  1359   053024-671101   05:30:22.05   -67:10:59.77   7.0         ...             7.8         0.8             0.88     
  1360   053031-705738   05:30:29.80   -70:57:31.39   31.0        ...             31.0        3               2.46     
  1361   053045-715223   05:30:46.41   -71:52:20.64   4.0         ...             4.2         0.4             0.53     
  1362   053046-662804   05:30:46.64   -66:28:05.04   17.0        1               16.8        0.1             0.73     
  1363   053054-683421   05:30:56.86   -68:34:23.93   10.0        ...             10.0        1               1.24     
  1364   053055-702241   05:30:55.58   -70:22:57.19   5.0         ...             5.1         0.5             0.91     
  1365   053056-704257   05:30:59.30   -70:42:56.10   7.0         ...             7.9         0.8             0.68     
  1366   053057-664842   05:30:57.23   -66:48:37.73   166.0       ...             279.0       1               1.77     
  1367   053059-661801   05:31:00.99   -66:17:57.60   19.0        1               19.2        0.1             0.63     
  1368   053103-654656   05:31:03.86   -65:46:54.94   5.0         ...             5.6         0.6             0.54     
  1369   053105-664335   05:31:07.04   -66:43:19.98   4.0         ...             4.1         0.4             1.08     
  1370   053105-671951   05:31:05.16   -67:19:56.66   11.0        2               11.0        0.2             0.88     
