# col1   Name            RA            DEC            Peak         Peak_err         Flux         Flux_err         rms  
  675    051011-680251   05:10:10.29   -68:02:49.26   100.0        1.0              131.0        1.0              1.14      
  676    051015-694010   05:10:14.36   -69:40:02.43   9.1          0.9              10.0         1.0              0.93      
  677    051017-724306   05:10:15.93   -72:43:09.59   12.5         0.6              14.4         0.7              0.64      
  678    051019-643804   05:10:18.85   -64:38:05.14   50.0         1.0              60.0         1.0              1.02      
  679    051021-732757   05:10:20.58   -73:27:55.13   3.6          0.6              6.0          1.0              0.67      
  680    051023-713640   05:10:23.00   -71:36:28.26   5.2          0.6              6.3          0.8              0.63      
  681    051024-702527   05:10:23.25   -70:25:30.83   6.8          0.9              8.0          1.0              0.91      
  682    051026-740210   05:10:26.75   -74:02:04.02   11.0         0.9              13.0         1.0              0.95      
  683    051027-693208   05:10:26.35   -69:32:10.04   63.0         1.0              75.0         1.0              0.93      
  684    051032-650954   05:10:27.53   -65:09:53.59   11.2         0.5              30.0         2.0              0.64      
  685    051032-655836   05:10:31.38   -65:58:33.71   4.1          0.7              6.0          1.0              0.7       
  686    051033-715601   05:10:32.25   -71:55:54.83   5.2          0.6              6.0          0.7              0.62      
  687    051036-654307   05:10:36.18   -65:43:08.34   23.3         0.6              27.0         0.7              0.64      
  688    051044-704803   05:10:43.49   -70:48:02.04   14.8         0.7              15.7         0.8              0.73      
  689    051045-694125   05:10:45.44   -69:41:25.81   15.0         1.0              17.0         1.0              1.16      
  690    051046-720311   05:10:45.79   -72:03:01.96   3.3          0.6              5.0          1.0              0.62      
  691    051053-714624   05:10:52.34   -71:46:24.87   57.5         0.6              69.6         0.8              0.63      
  692    051054-691056   05:10:54.08   -69:10:57.83   10.0         2.0              14.0         3.0              1.75      
  693    051054-672013   05:10:54.13   -67:20:18.58   32.0         2.0              48.0         2.0              1.68      
  694    051056-692217   05:10:55.74   -69:22:16.16   10.0         2.0              12.0         2.0              1.75      
  695    051057-652934   05:10:57.47   -65:29:36.69   50.8         0.6              66.9         0.8              0.64      
  696    051101-705545   05:10:59.77   -70:55:45.01   5.1          0.7              6.5          0.9              0.68      
  697    051101-722945   05:11:00.16   -72:29:45.34   11.6         0.7              14.4         0.8              0.69      
  698    051103-664804   05:11:02.20   -66:48:02.18   29.0         1.0              40.0         2.0              1.18      
  699    051113-712652   05:11:13.43   -71:26:53.50   5.6          0.6              7.0          0.8              0.63      
  700    051114-654056   05:11:14.09   -65:40:56.44   7.5          0.6              8.8          0.7              0.64      
  701    051119-663350   05:11:18.84   -66:33:58.18   5.0          0.8              7.0          1.0              0.83      
  702    051120-690449   05:11:19.80   -69:04:42.01   14.0         1.0              20.0         2.0              1.46      
  703    051129-661645   05:11:28.58   -66:16:42.18   3.8          0.7              5.0          1.0              0.74      
  704    051129-680617   05:11:28.72   -68:06:16.71   146.0        1.0              182.0        1.0              1.21      
  705    051130-733310   05:11:29.29   -73:33:09.20   20.3         0.7              25.7         0.8              0.76      
  706    051134-674718   05:11:32.52   -67:47:03.61   6.0          1.0              8.0          2.0              1.14      
  707    051145-663944   05:11:44.54   -66:39:42.39   12.7         0.8              14.6         0.9              0.83      
  708    051145-740220   05:11:44.32   -74:02:19.88   40.7         0.9              49.0         1.0              0.93      
  709    051147-690716   05:11:47.66   -69:07:12.38   33.0         2.0              37.0         2.0              1.46      
  710    051151-650119   05:11:50.77   -65:01:20.48   5.1          0.6              6.7          0.9              0.63      
  711    051154-725531   05:11:54.00   -72:55:31.49   29.5         0.6              37.6         0.9              0.68      
  712    051156-645605   05:11:56.22   -64:56:06.16   4.0          0.6              6.0          1.0              0.63      
  713    051157-730622   05:11:55.90   -73:06:23.07   77.5         0.6              109.8        0.9              0.68      
  714    051158-733245   05:11:56.41   -73:32:45.20   54.7         0.7              66.6         0.9              0.76      
  715    051201-734136   05:12:00.37   -73:41:36.89   14.9         0.7              16.0         0.8              0.76      
  716    051204-732431   05:12:03.69   -73:24:31.57   33.9         0.7              41.5         0.9              0.71      
  717    051206-703633   05:12:05.94   -70:36:39.23   3.7          0.7              4.1          0.7              0.73      
  718    051211-733830   05:12:09.94   -73:38:31.36   35.8         0.7              47.0         1.0              0.76      
  719    051211-670039   05:12:11.61   -67:00:32.17   13.0         1.0              24.0         2.0              1.3       
  720    051213-723247   05:12:12.27   -72:32:46.91   125.4        0.6              154.2        0.8              0.63      
  721    051215-723721   05:12:17.14   -72:37:22.11   3.9          0.6              7.0          1.0              0.63      
  722    051219-652640   05:12:18.71   -65:26:33.17   3.3          0.6              4.1          0.9              0.64      
  723    051221-710557   05:12:21.11   -71:05:57.27   4.3          0.7              6.0          1.0              0.68      
  724    051221-655740   05:12:21.03   -65:57:38.26   5.2          0.7              5.7          0.8              0.7       
  725    051222-673220   05:12:21.49   -67:32:22.61   41.0         2.0              51.0         2.0              1.6       
  726    051224-651632   05:12:23.73   -65:16:34.54   4.9          0.6              6.8          0.9              0.64      
  727    051227-725009   05:12:27.39   -72:50:10.45   3.5          0.7              3.5          0.8              0.63      
  728    051228-685000   05:12:27.55   -68:50:00.49   20.0         1.0              24.0         2.0              1.46      
  729    051229-730056   05:12:28.69   -73:00:56.11   111.5        0.7              131.7        0.8              0.68      
  730    051230-702422   05:12:29.18   -70:24:24.87   15.3         0.9              16.0         1.0              0.91      
  731    051230-682807   05:12:29.04   -68:28:05.40   62.0         1.0              77.0         1.0              1.11      
  732    051231-705958   05:12:32.52   -70:59:53.34   36.1         0.7              47.9         0.9              0.68      
  733    051233-675039   05:12:33.02   -67:50:42.59   19.0         1.0              26.0         2.0              1.21      
  734    051234-701304   05:12:34.22   -70:13:08.18   14.2         0.9              16.0         1.0              0.91      
  735    051234-731106   05:12:32.89   -73:11:06.75   10.5         0.7              12.8         0.9              0.71      
  736    051236-653948   05:12:35.71   -65:39:47.77   21.3         0.7              24.3         0.9              0.64      
  737    051252-643200   05:12:51.99   -64:32:01.05   108.1        0.9              132.0        1.0              0.93      
